"category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"Genetic Information Processing","Chromosome","hsa03083","Polycomb repressive complex","1/110","83/9434",0.62384092977508,0.843784847323986,0.715607004465341,"PHF19",1
"Cellular Processes","Transport and catabolism","hsa04146","Peroxisome","1/110","83/9434",0.62384092977508,0.843784847323986,0.715607004465341,"ACSL1",1
"Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","1/110","86/9434",0.636961554247899,0.856043872269469,0.726003782917485,"ITGB8",1
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","1/110","91/9434",0.657828875992532,0.858849245223614,0.728382996697503,"NFKBIA",1
"Human Diseases","Substance dependence","hsa05032","Morphine addiction","1/110","91/9434",0.657828875992532,0.858849245223614,0.728382996697503,"PDE4B",1
"Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","1/110","93/9434",0.66583898916631,0.858849245223614,0.728382996697503,"CALM3",1
"Organismal Systems","Digestive system","hsa04970","Salivary secretion","1/110","97/9434",0.681305941765083,0.858849245223614,0.728382996697503,"CALM3",1
"Environmental Information Processing","Signal transduction","hsa04070","Phosphatidylinositol signaling system","1/110","98/9434",0.685060503873452,0.858849245223614,0.728382996697503,"CALM3",1
"Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","1/110","98/9434",0.685060503873452,0.858849245223614,0.728382996697503,"CALM3",1
"Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","1/110","99/9434",0.688771230584454,0.858849245223614,0.728382996697503,"MDM2",1
"Organismal Systems","Immune system","hsa04666","Fc gamma R-mediated phagocytosis","1/110","99/9434",0.688771230584454,0.858849245223614,0.728382996697503,"NCF1",1
"Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels","1/110","99/9434",0.688771230584454,0.858849245223614,0.728382996697503,"CALM3",1
"Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","1/110","99/9434",0.688771230584454,0.858849245223614,0.728382996697503,"ITGB8",1
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","2/110","203/9434",0.689359636342304,0.858849245223614,0.728382996697503,"BIRC3/ITGB8",2
"Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","2/110","203/9434",0.689359636342304,0.858849245223614,0.728382996697503,"NFKBIA/CXCL8",2
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","2/110","204/9434",0.691963846862628,0.858849245223614,0.728382996697503,"CD44/MDM2",2
"Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","1/110","102/9434",0.699645440807019,0.85923602485787,0.728711021331194,"IL10",1
"Organismal Systems","Digestive system","hsa04974","Protein digestion and absorption","1/110","105/9434",0.710143044491797,0.85923602485787,0.728711021331194,"SLC7A7",1
"Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","1/110","105/9434",0.710143044491797,0.85923602485787,0.728711021331194,"ITGB8",1
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","2/110","213/9434",0.714608053403987,0.85923602485787,0.728711021331194,"NFKBIA/CALM3",2
"Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","1/110","107/9434",0.716938623293812,0.85923602485787,0.728711021331194,"CALM3",1
"Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","3/110","319/9434",0.724485810382253,0.85923602485787,0.728711021331194,"CD44/MDM2/MIR146B",3
"Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","1/110","110/9434",0.726837059339712,0.85923602485787,0.728711021331194,"HK2",1
"Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","1/110","110/9434",0.726837059339712,0.85923602485787,0.728711021331194,"INHBA",1
NA,NA,"hsa04081","Hormone signaling","2/110","219/9434",0.728925348102174,0.85923602485787,0.728711021331194,"NPPC/HEPHL1",2
"Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","1/110","115/9434",0.742577838741286,0.863162299399013,0.732040862548427,"DUSP1",1
"Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","1/110","115/9434",0.742577838741286,0.863162299399013,0.732040862548427,"PDE4B",1
"Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","1/110","116/9434",0.745616409160693,0.863162299399013,0.732040862548427,"NCF1",1
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","1/110","117/9434",0.748619435023789,0.863162299399013,0.732040862548427,"HK2",1
"Genetic Information Processing","Transcription","hsa03040","Spliceosome","2/110","235/9434",0.764182960551509,0.871581646899288,0.739181242069738,"RBM17/U2SURP",2
"Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","2/110","235/9434",0.764182960551509,0.871581646899288,0.739181242069738,"ADCY10/ACSL1",2
"Organismal Systems","Immune system","hsa04611","Platelet activation","1/110","126/9434",0.774113609374781,0.877149936147971,0.743903662485184,"PTGIR",1
"Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","1/110","130/9434",0.784605385871278,0.877149936147971,0.743903662485184,"NFKBIA",1
"Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","1/110","132/9434",0.789668714303333,0.877149936147971,0.743903662485184,"CALM3",1
"Cellular Processes","Transport and catabolism","hsa04142","Lysosome","1/110","133/9434",0.792155968810604,0.877149936147971,0.743903662485184,"SLC11A2",1
"Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","1/110","134/9434",0.794614074759516,0.877149936147971,0.743903662485184,"CD48",1
"Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","2/110","252/9434",0.797261657271876,0.877149936147971,0.743903662485184,"VPS26A/MDM2",2
"Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","2/110","254/9434",0.800873900115708,0.877149936147971,0.743903662485184,"CALM3/ADORA2B",2
"Cellular Processes","Cell growth and death","hsa04114","Oocyte meiosis","1/110","139/9434",0.806479088211879,0.877149936147971,0.743903662485184,"CALM3",1
"Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","1/110","139/9434",0.806479088211879,0.877149936147971,0.743903662485184,"CALM3",1
"Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","1/110","144/9434",0.817664540097194,0.884754963900041,0.750353424110786,"INHBA",1
"Human Diseases","Cancer: specific types","hsa05224","Breast cancer","1/110","148/9434",0.826149620210882,0.889375356451511,0.754271941116273,"KIT",1
"Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","1/110","155/9434",0.840067419928239,0.892201607497697,0.756668861434814,"CALM3",1
"Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","3/110","391/9434",0.840409555854083,0.892201607497697,0.756668861434814,"SLC11A2/SLC39A8/CALM3",3
"Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","1/110","157/9434",0.84383705954918,0.892201607497697,0.756668861434814,"BIRC3",1
"Cellular Processes","Cell growth and death","hsa04110","Cell cycle","1/110","158/9434",0.845688727485968,0.892201607497697,0.756668861434814,"MDM2",1
NA,NA,"hsa04082","Neuroactive ligand signaling","1/110","199/9434",0.905480983127141,0.950529788257845,0.806136512865221,"ADORA2B",1
"Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","1/110","205/9434",0.912039735035022,0.952675168774206,0.807955992475007,"NCF1",1
"Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","1/110","217/9434",0.923834224235915,0.955265344477979,0.810152699233008,"GSTO1",1
"Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","3/110","483/9434",0.925904658624198,0.955265344477979,0.810152699233008,"UBE2L6/CALM3/GPX3",3
"Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","2/110","370/9434",0.933750187098413,0.955265344477979,0.810152699233008,"PTGIR/ADORA2B",2
"Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","1/110","232/9434",0.936395728277595,0.955265344477979,0.810152699233008,"ITGB8",1
NA,NA,"hsa04820","Cytoskeleton in muscle cells","1/110","233/9434",0.937156048848065,0.955265344477979,0.810152699233008,"ITGB8",1
"Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","1/110","278/9434",0.963470439527055,0.977366647789465,0.828896633196353,"NCF1",1
"Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","1/110","311/9434",0.975502850236157,0.984837805740809,0.835232860942567,"GPX3",1
"Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","1/110","371/9434",0.988197216163606,0.992902917192956,0.842072815778511,"GPX3",1
"Organismal Systems","Sensory system","hsa04740","Olfactory transduction","1/110","453/9434",0.995683429045406,0.995683429045406,0.844430945062205,"CALM3",1
